array,sampling_rate,song_id,genre_id,genre
"[ 0.          0.          0.         ... -0.04657315 -0.04761833
 -0.04770261]",44100,21794,0,Electronic
"[ 1.68478925e-10 -8.16007373e-10 -1.57304547e-08 ... -1.01117078e-01
 -9.84455757e-02 -9.62712653e-02]",44100,2148,0,Electronic
"[ 0.          0.          0.         ... -0.35694589 -0.28300882
 -0.24990953]",44100,3774,1,Rock
"[-0.10375437 -0.10605639 -0.1032217  ... -0.01103482  0.02707866
  0.01561085]",44100,12221,4,Hip-Hop
"[-9.25880812e-07 -3.01016962e-06 -7.13516283e-06 ...  4.83829767e-01
  4.83250529e-01  4.82334226e-01]",44100,2011,0,Electronic
"[-0.07179816 -0.08307913 -0.08776406 ...  0.24021091  0.27241758
  0.29637953]",48000,14535,1,Rock
"[1.63682971e-07 1.92624950e-07 2.55115761e-07 ... 2.90438496e-02
 3.56724234e-02 4.19994225e-02]",44100,12783,7,Instrumental
"[-3.34993422e-11  8.40688519e-10 -5.81446358e-09 ...  2.99535722e-01
  2.68858626e-01  2.30833784e-01]",44100,23620,1,Rock
"[ 0.01813445  0.10025327  0.11379163 ... -0.11630538 -0.0368031
 -0.01969765]",44100,17547,9,International
"[ 0.          0.          0.         ... -0.00674867 -0.0064691
 -0.00318324]",44100,13254,7,Instrumental
[0.         0.         0.         ... 0.05192515 0.04561424 0.03261936],44100,24863,1,Rock
"[-0.03603031 -0.03030825 -0.04298338 ... -0.07030375 -0.04804956
 -0.02406093]",44100,9889,4,Hip-Hop
"[-2.10983488e-10 -1.60919239e-09 -6.12531925e-09 ... -7.43048918e-02
 -7.71318674e-02 -8.08465946e-02]",44100,21648,5,Folk
"[ 5.92449478e-10  3.06124015e-09 -3.20584020e-09 ...  4.45210314e-03
  4.34368249e-03  4.17832221e-03]",44100,24189,7,Instrumental
"[ 0.          0.          0.         ... -0.01225591 -0.01392863
 -0.01607718]",44100,9164,3,Experimental
"[-3.87541554e-09 -2.49453818e-08 -6.99235461e-08 ... -1.34356342e-01
 -1.41364641e-01 -1.42441072e-01]",44100,1357,4,Hip-Hop
"[ 1.85311755e-09  1.05371383e-08  3.35337047e-08 ... -2.06925347e-03
  2.91832350e-03  8.22326727e-03]",44100,14863,7,Instrumental
"[ 0.          0.          0.         ... -0.46501274 -0.46438356
 -0.4829597 ]",44100,14165,0,Electronic
"[ 0.          0.          0.         ... -0.52365625 -0.48619814
 -0.46906582]",44100,16918,5,Folk
"[-3.49431019e-07 -4.98872737e-07 -6.15677322e-07 ... -1.19857915e-01
 -1.41400509e-01 -1.66830450e-01]",44100,15971,3,Experimental
[0.         0.         0.         ... 0.04373081 0.03447458 0.02662765],44100,16138,4,Hip-Hop
[0.         0.         0.         ... 0.15848361 0.2146536  0.24161595],44100,12690,0,Electronic
"[ 0.20856814  0.21884115  0.23695258 ...  0.07392139  0.02795234
 -0.00529557]",44100,12019,2,Punk
"[ 1.15421461e-10 -5.74641890e-10 -2.70331246e-09 ... -2.58379374e-02
 -2.02084216e-02 -1.40378741e-02]",44100,24101,5,Folk
"[ 2.54718668e-09  1.29458515e-08  6.75918954e-09 ...  4.98298220e-02
 -1.24365568e-01 -1.03950359e-01]",44100,20893,2,Punk
"[-2.33379133e-07 -3.57574791e-07 -2.67754906e-07 ... -6.32355502e-02
 -3.68055953e-02  1.01577863e-03]",44100,14002,7,Instrumental
[0.         0.         0.         ... 0.605344   0.61755392 0.65157884],44100,1318,8,Pop
"[ 0.          0.          0.         ... -0.00536923  0.00196951
  0.00832526]",44100,12791,7,Instrumental
"[ 7.50844407e-07  6.82560739e-07  6.19159579e-07 ... -3.60143557e-01
 -4.09598604e-01 -4.45635989e-01]",44100,12941,0,Electronic
"[ 8.90086227e-09 -1.42304607e-07 -1.54314407e-07 ... -4.53127608e-01
 -3.06275547e-01  8.43063262e-02]",44100,21007,4,Hip-Hop
"[-1.24516487e-06 -1.10281326e-06 -8.22694631e-07 ...  1.26798891e-01
  1.42420754e-01  1.54177479e-01]",44100,21465,2,Punk
"[ 7.57780811e-07  7.24464542e-07  6.69162858e-07 ... -4.37238868e-02
 -4.86792400e-02 -4.67304969e-02]",44100,9049,7,Instrumental
"[ 0.          0.          0.         ... -0.26195618 -0.28227077
 -0.28916261]",44100,5179,1,Rock
"[ 0.          0.          0.         ... -0.19978917 -0.19941456
 -0.19713001]",44100,6450,8,Pop
"[ 3.22236522e-07  2.67969714e-07  2.35799845e-07 ... -1.22366786e-01
 -1.16258007e-01 -1.13152973e-01]",44100,2978,7,Instrumental
"[-0.069916   -0.12388708 -0.08412794 ...  0.03419535  0.04909019
  0.01049996]",44100,23937,6,Chiptune / Glitch
"[-0.06247272 -0.06626999 -0.06659701 ...  0.4546214   0.40453175
  0.28738725]",48000,10668,7,Instrumental
"[ 2.36161785e-07  2.14365941e-07  2.03006188e-07 ... -1.33049477e-01
 -1.56247340e-01 -1.67566597e-01]",44100,6935,8,Pop
"[ 0.          0.          0.         ... -0.10034034 -0.07686792
 -0.04343528]",44100,11767,2,Punk
"[-7.90635224e-09 -2.39422722e-08  2.32553177e-08 ...  2.66891620e-02
  2.68327454e-02  2.68420111e-02]",44100,13455,0,Electronic
"[ 0.00217694  0.00483364  0.00530927 ... -0.1013284  -0.0913061
 -0.08122414]",44100,6498,8,Pop
[0.         0.         0.         ... 0.18419714 0.18298271 0.18080267],44100,12834,9,International
"[-7.64623347e-11  1.39123001e-09  3.62943775e-09 ...  9.61235166e-02
  1.30086452e-01  9.85453175e-02]",44100,218,6,Chiptune / Glitch
"[ 0.          0.          0.         ... -0.00826401  0.02721772
  0.08469748]",44100,55,5,Folk
"[-1.09358504e-07 -1.16662893e-08 -1.77007285e-07 ... -6.01554271e-02
 -6.25753216e-02 -5.32613900e-02]",44100,18570,8,Pop
"[-5.36352438e-08 -5.24702443e-07 -1.55785875e-06 ... -1.46873206e-01
 -1.45802040e-01 -1.45807766e-01]",48000,13845,7,Instrumental
"[ 0.          0.          0.         ... -0.03270042  0.00016358
  0.03834944]",44100,20790,9,International
"[-3.37029821e-10 -3.18614024e-09 -2.82894552e-09 ... -6.01907726e-02
 -5.93400244e-02 -5.89305144e-02]",44100,24853,3,Experimental
"[ 8.74035358e-11  2.16971080e-10 -1.64972558e-09 ...  7.64914434e-02
  6.91514118e-02  6.14964499e-02]",44100,18535,3,Experimental
"[ 0.          0.          0.         ... -0.03291476 -0.04928969
 -0.10424897]",44100,23252,0,Electronic
"[-0.05483859 -0.05733568 -0.05952706 ...  0.00141204  0.00076604
 -0.00114181]",48000,17937,7,Instrumental
[0.09702114 0.10206524 0.10653201 ... 0.27423879 0.25426755 0.25836249],44100,15921,0,Electronic
"[ 2.20625884e-08  2.03070289e-07  5.70031517e-07 ... -5.20559698e-02
 -5.06168008e-02 -4.91015539e-02]",44100,10624,7,Instrumental
"[ 0.          0.          0.         ...  0.00933218  0.00269192
 -0.00282465]",44100,23314,7,Instrumental
"[-6.19677934e-07 -6.28437675e-07 -5.58574413e-07 ...  2.46312143e-02
  6.90087397e-03 -1.00649390e-02]",44100,13726,8,Pop
"[ 0.01871509  0.02001735  0.02152179 ... -0.00557418 -0.00498491
 -0.00449736]",44100,2824,9,International
[0.05281689 0.06612667 0.07653691 ... 0.05217573 0.0491976  0.04530817],44100,15119,1,Rock
"[ 0.          0.          0.         ... -0.11304681 -0.10926212
 -0.11290982]",44100,2,6,Chiptune / Glitch
"[1.65821140e-09 9.81343601e-09 2.85095026e-08 ... 5.46142943e-02
 5.65914176e-02 5.14374170e-02]",44100,21151,4,Hip-Hop
[0.         0.         0.         ... 0.38208844 0.38897739 0.39211681],44100,24141,1,Rock
"[-0.18502659 -0.21453714 -0.23370213 ...  0.64775592  0.62405017
  0.57062662]",44100,15184,8,Pop
"[-7.58276885e-08 -5.45927552e-08 -1.22369542e-08 ...  1.45722867e-02
  9.93953878e-03  5.27464133e-03]",44100,7057,7,Instrumental
"[-0.10271708 -0.13378067 -0.17582058 ...  0.0561498   0.05114725
  0.05694729]",44100,6258,2,Punk
"[-1.34394836e-06 -1.50404259e-06 -1.59228154e-06 ...  2.16783598e-01
  2.10373864e-01  2.07326241e-01]",44100,4209,3,Experimental
"[ 0.          0.          0.         ... -0.11964427 -0.13093261
 -0.12546466]",44100,19810,6,Chiptune / Glitch
"[ 0.10116349  0.10803663  0.10059985 ... -0.15844315 -0.21980409
 -0.23547896]",44100,24673,8,Pop
[0.         0.         0.         ... 0.07420984 0.09155616 0.10950699],44100,1873,1,Rock
"[ 0.          0.          0.         ...  0.00197155 -0.00092668
 -0.00166345]",44100,13310,9,International
"[-1.28965655e-09  1.89129379e-09  4.18588786e-08 ... -1.48283511e-01
 -1.22458600e-01 -9.40590315e-02]",44100,12974,6,Chiptune / Glitch
"[-0.12180453 -0.12212529 -0.12315826 ...  0.00703026  0.00220744
 -0.00516451]",44100,6654,0,Electronic
"[-3.28544331e-07 -5.72547549e-07  7.65831274e-08 ... -4.75276187e-02
 -5.06748389e-02 -7.36963935e-02]",44100,21244,4,Hip-Hop
"[ 4.32747260e-09 -1.02999824e-08 -4.43726869e-08 ... -3.30493003e-01
 -2.35864054e-01 -2.48029821e-01]",44100,21845,7,Instrumental
"[-0.02824155 -0.02903249 -0.02886735 ... -0.07212956 -0.07123914
 -0.07067565]",44100,22308,1,Rock
"[-0.01360107 -0.01018816 -0.00682652 ...  0.02143693  0.01714097
  0.00951095]",44100,19334,7,Instrumental
"[-7.53472492e-07 -4.65485810e-07  2.11218811e-07 ... -9.05750692e-02
 -1.12461185e-01 -1.18447926e-01]",44100,2653,4,Hip-Hop
"[ 0.00487137  0.00510156  0.00542583 ... -0.00898775 -0.0096632
 -0.00993009]",44100,9450,3,Experimental
"[ 0.02130002  0.00287474 -0.00425345 ...  0.11788477  0.10680155
  0.1004738 ]",44100,3095,6,Chiptune / Glitch
"[-2.69083815e-07 -2.95070284e-07 -3.55956590e-07 ... -8.00970905e-02
 -7.80827589e-02 -7.02065621e-02]",44100,4721,4,Hip-Hop
"[ 0.54371318  0.59519136  0.6318934  ... -0.09740799 -0.13734755
 -0.16041977]",44100,13873,9,International
"[-7.92191614e-07 -8.58704240e-07 -9.00301188e-07 ...  2.14930326e-01
  2.41461366e-01  2.60748520e-01]",44100,13924,9,International
[0.16113786 0.172512   0.18564148 ... 0.56387404 0.56691658 0.55979016],44100,12227,6,Chiptune / Glitch
"[ 0.          0.          0.         ... -0.1756923  -0.18182759
 -0.18844419]",44100,5737,2,Punk
[0.         0.         0.         ... 0.08499977 0.09011773 0.09565372],44100,24332,3,Experimental
"[ 0.          0.          0.         ... -0.32369438 -0.38912962
 -0.4381274 ]",44100,4810,2,Punk
"[-0.08482809 -0.08168221 -0.10669162 ...  0.25086143  0.13333306
  0.18087077]",44100,2419,0,Electronic
"[1.81228097e-06 1.76869742e-06 1.33380502e-06 ... 2.22465023e-01
 2.28797495e-01 2.91893274e-01]",44100,21019,8,Pop
"[ 2.98031155e-09  4.98110381e-09 -2.97473743e-08 ... -4.56906557e-02
  1.02991136e-02  2.73929480e-02]",44100,13116,4,Hip-Hop
"[-7.84375516e-07 -6.43822744e-07 -2.62768538e-07 ...  1.07395638e-01
  1.02440763e-01  9.94554274e-02]",44100,8233,7,Instrumental
"[ 1.33484972e-06  1.35630318e-06  7.69270571e-07 ... -6.71560606e-02
 -7.82409627e-02 -9.60343452e-02]",44100,8989,1,Rock
"[6.45002789e-08 5.35516563e-07 1.50561721e-06 ... 7.88412727e-02
 6.65770434e-02 5.82797322e-02]",44100,14974,4,Hip-Hop
"[ 0.          0.          0.         ... -0.38696128 -0.40517467
 -0.41795367]",44100,12255,8,Pop
"[-5.70134105e-07 -4.87201092e-07 -8.09441474e-08 ... -2.01911457e-01
 -1.94740780e-01 -1.45640928e-01]",44100,21579,4,Hip-Hop
"[ 0.0181816   0.12703717  0.14503678 ... -0.0227613  -0.19731279
 -0.19049948]",44100,21174,0,Electronic
"[-4.54342231e-08 -5.21029211e-08 -5.60355602e-08 ...  2.32352786e-01
  2.32412256e-01  2.05882505e-01]",44100,9187,4,Hip-Hop
"[ 0.          0.          0.         ... -0.01237022 -0.01309187
 -0.01414877]",48000,23627,3,Experimental
[0.         0.         0.         ... 0.06100103 0.06750876 0.07463891],44100,4672,1,Rock
[0.         0.         0.         ... 0.09130188 0.09390738 0.09798275],44100,14948,5,Folk
"[-1.82529164e-08 -1.74771949e-07 -6.10179768e-07 ... -3.84493768e-02
 -3.83083057e-02 -3.76299247e-02]",48000,6199,7,Instrumental
"[ 0.          0.          0.         ... -0.07386235 -0.07850168
 -0.08331378]",44100,16630,7,Instrumental
[0.         0.         0.         ... 0.07744189 0.09657809 0.11506738],44100,1658,7,Instrumental
"[-2.57725695e-07 -2.27850248e-06 -6.45379771e-06 ...  2.41599098e-01
  2.47425355e-01  2.52427876e-01]",44100,388,7,Instrumental
"[ 0.          0.          0.         ... -0.04285453  0.01093029
  0.08309438]",44100,5316,7,Instrumental
"[-6.47543658e-07 -3.89597204e-07 -3.38937824e-07 ... -2.85222948e-01
 -1.57712288e-01 -8.16315785e-02]",44100,880,0,Electronic
"[ 0.00114631 -0.00643708 -0.00938629 ... -0.09229824 -0.0905187
 -0.09039371]",44100,24883,9,International
"[-1.37140150e-10 -1.01782693e-10 -4.14572243e-09 ...  7.25136660e-02
  7.48056322e-02  7.69195184e-02]",44100,17684,5,Folk
[0.         0.         0.         ... 0.00830628 0.01441001 0.02125629],44100,19788,8,Pop
[0.         0.         0.         ... 0.01969029 0.02770837 0.03335457],44100,17822,1,Rock
"[1.31854428e-09 1.08198505e-08 2.11059024e-08 ... 1.90202743e-01
 2.12923512e-01 2.28483111e-01]",44100,23610,4,Hip-Hop
"[ 1.03931030e-10  7.71006592e-10  1.82374138e-09 ... -2.04188796e-02
 -2.38409294e-02 -2.18371199e-02]",44100,7306,9,International
"[-0.0721462  -0.06864556 -0.06716184 ... -0.23703429 -0.19979725
 -0.19815972]",44100,3959,2,Punk
"[ 0.20825907  0.18496299  0.13224378 ... -0.01799138 -0.01323305
 -0.00610249]",44100,180,3,Experimental
"[ 7.46659595e-07  4.66951718e-07  8.46760102e-08 ... -3.90714593e-02
 -3.93167436e-02 -3.96498423e-02]",44100,24827,7,Instrumental
"[ 0.          0.          0.         ... -0.0281879  -0.01741847
  0.00318078]",44100,9693,8,Pop
"[ 0.          0.          0.         ... -0.02782969 -0.05203071
 -0.07014074]",44100,20391,4,Hip-Hop
"[-0.00059799  0.00708327  0.01033585 ... -0.26552928 -0.23063707
 -0.25193355]",44100,13100,6,Chiptune / Glitch
"[-1.56029817e-09 -1.43035472e-08 -2.63129367e-08 ...  6.49807591e-02
  4.32878733e-03 -5.91362831e-02]",44100,2390,6,Chiptune / Glitch
"[ 0.          0.          0.         ... -0.07484248 -0.05017894
 -0.02764313]",44100,3412,5,Folk
"[ 0.          0.          0.         ... -0.21005151 -0.2149342
 -0.22102454]",44100,15081,9,International
"[ 2.71433620e-09  2.47109657e-08  4.43477433e-08 ...  3.76035646e-03
 -6.70378096e-03 -1.80954565e-02]",44100,23024,2,Punk
"[ 0.          0.          0.         ... -0.06229225 -0.03632478
 -0.06649729]",44100,8341,2,Punk
"[ 3.19049398e-10 -3.30260264e-11 -6.74034084e-09 ...  1.40700489e-03
  4.15215641e-03  3.07826325e-03]",44100,4168,9,International
"[-1.77033975e-07 -3.41635769e-07 -3.47028390e-07 ...  4.09263015e-01
  3.96103486e-01  3.90984401e-01]",44100,16227,6,Chiptune / Glitch
"[ 1.73342915e-09  1.05418866e-08  3.10559792e-08 ... -4.63509429e-02
 -5.63089903e-02 -6.50213491e-02]",44100,10330,5,Folk
"[6.18217257e-07 5.95199310e-07 5.99058751e-07 ... 7.95770377e-01
 7.37498462e-01 6.93418533e-01]",44100,1269,2,Punk
"[ 0.          0.          0.         ... -0.05212189 -0.05180847
 -0.05147733]",44100,8312,5,Folk
"[ 1.01816170e-06  5.12651681e-07 -8.74457600e-08 ...  1.48317691e-01
  1.60540059e-01  1.71791747e-01]",44100,6034,0,Electronic
"[ 4.61620786e-09  4.16698498e-08  1.11546960e-07 ... -7.90428650e-02
 -3.67081244e-02 -3.08548738e-02]",44100,9326,5,Folk
"[ 0.          0.          0.         ... -0.02805171 -0.02819162
 -0.02798568]",44100,6930,6,Chiptune / Glitch
"[-2.13267197e-06 -2.13951307e-06 -1.92667017e-06 ... -1.29338764e-02
  2.61793464e-01  2.32611962e-01]",44100,5679,9,International
"[ 0.00795896  0.01217598  0.01549941 ... -0.00581772 -0.01723209
 -0.03379311]",44100,9251,2,Punk
"[3.21887428e-08 2.70145341e-07 7.91174404e-07 ... 2.83935638e-02
 3.25628780e-02 3.66100930e-02]",44100,12492,3,Experimental
"[ 8.86704385e-07  9.94411835e-07  1.07558483e-06 ... -2.53597312e-01
 -1.58719450e-01 -4.84353658e-02]",44100,2548,1,Rock
"[ 0.          0.          0.         ... -0.0388936  -0.0424589
 -0.04742191]",44100,18630,6,Chiptune / Glitch
"[-4.60913256e-07 -4.43031063e-07 -6.87966377e-07 ...  6.59452602e-02
  6.33758176e-02  6.21217228e-02]",44100,5827,6,Chiptune / Glitch
"[-4.18697340e-07 -4.90284492e-07 -7.58649549e-07 ...  3.25316116e-02
  3.09710540e-02  2.93559153e-02]",44100,16394,5,Folk
"[ 1.50954293e-06  1.65548795e-06  1.28544315e-06 ... -8.63578290e-01
 -9.14118588e-01 -9.13598806e-01]",44100,7239,8,Pop
"[ 0.          0.          0.         ... -0.02653617 -0.02487345
 -0.03205957]",44100,7925,6,Chiptune / Glitch
[0.         0.         0.         ... 0.02911381 0.05280101 0.06119255],44100,23876,2,Punk
[0.         0.         0.         ... 0.09800647 0.11327728 0.1119528 ],44100,751,5,Folk
"[ 0.          0.          0.         ...  0.00254198 -0.01920428
 -0.04267622]",44100,8678,4,Hip-Hop
"[-0.05962591 -0.04631353 -0.07151726 ... -0.03798591 -0.01285391
 -0.01779286]",44100,2578,0,Electronic
"[ 0.          0.          0.         ... -0.01654733 -0.01515333
 -0.01317824]",44100,5527,1,Rock
[0.         0.         0.         ... 0.027649   0.05718961 0.08575746],44100,15991,7,Instrumental
"[-2.08562787e-07 -1.13689619e-07 -3.05484731e-08 ... -9.91503298e-02
 -8.26834142e-02 -7.89246559e-02]",44100,4760,9,International
[0.         0.         0.         ... 0.41411132 0.39093727 0.3701847 ],44100,13200,9,International
"[ 5.54998167e-07  7.60071970e-07  1.01868326e-06 ... -8.00047845e-01
 -8.07146609e-01 -7.56958455e-01]",44100,2219,2,Punk
[0.22508131 0.24159585 0.23937603 ... 0.08080528 0.07683917 0.07300842],44100,19372,7,Instrumental
"[ 0.          0.          0.         ... -0.17816934 -0.18398771
 -0.19027339]",44100,10973,5,Folk
"[-2.14479509e-09 -1.80142616e-08 -5.84373012e-08 ... -1.52958620e-01
 -1.52089477e-01 -1.54299840e-01]",44100,22635,7,Instrumental
"[ 8.62506186e-08  4.92882437e-08  8.49297681e-08 ... -2.89102472e-01
 -2.88866058e-01 -2.88793139e-01]",44100,1817,9,International
[0.         0.         0.         ... 0.06264581 0.05594494 0.04514734],48000,12595,2,Punk
"[-6.44983288e-07 -6.45761276e-07 -6.91596455e-07 ... -9.19334963e-02
 -3.76658430e-02 -3.32056554e-02]",44100,18722,4,Hip-Hop
"[-7.50475884e-07 -3.51353066e-07  1.63956514e-07 ... -3.79946586e-02
 -3.88527382e-02 -3.82418390e-02]",44100,18236,0,Electronic
"[-0.17424225 -0.1902315  -0.20530862 ... -0.1012382  -0.10381712
 -0.10285634]",44100,22596,3,Experimental
"[-6.11375484e-08  2.25034720e-07  2.25268067e-07 ... -1.34680588e-01
 -2.39502236e-01 -2.79517546e-01]",44100,15942,9,International
"[-2.06033256e-07 -3.98126176e-07 -7.69480181e-07 ...  5.39110243e-01
  5.31505257e-01  5.22375464e-01]",44100,17379,9,International
"[ 0.          0.          0.         ... -0.54505889 -0.55344106
 -0.54930209]",44100,21728,2,Punk
"[-0.0059489  -0.00666008 -0.00574305 ...  0.445446    0.44479524
  0.43865098]",44100,13796,9,International
"[-3.98393198e-07 -7.17388758e-07 -1.13414404e-06 ...  1.14318326e-01
  7.76744075e-02  6.28071851e-02]",44100,2897,1,Rock
[0.         0.         0.         ... 0.0110125  0.01151375 0.00700683],44100,14715,8,Pop
"[-3.08442537e-07 -1.97643686e-07 -6.40023359e-08 ...  5.04757296e-02
  5.10801766e-02  5.14834803e-02]",48000,3300,7,Instrumental
"[-0.04887885 -0.05290061 -0.03666082 ... -0.2313259  -0.23130071
 -0.22831646]",44100,1465,8,Pop
"[-1.27227001e-09 -6.34345460e-09 -2.96181790e-08 ...  4.92593914e-01
  5.13399243e-01  4.90502268e-01]",44100,12635,6,Chiptune / Glitch
"[-3.75321543e-07 -3.70326503e-07 -3.93533956e-07 ... -3.11929002e-01
 -2.51162857e-01 -1.78965688e-01]",44100,15332,7,Instrumental
"[2.28156824e-07 2.50961712e-07 2.76683118e-07 ... 1.53740577e-01
 1.37593742e-01 1.18750438e-01]",44100,24067,4,Hip-Hop
[0.         0.         0.         ... 0.12064986 0.13454418 0.15153545],48000,11197,2,Punk
[0.12088076 0.12592492 0.12886361 ... 0.15815069 0.1600334  0.14934271],44100,11337,8,Pop
"[ 5.52896616e-07  8.27971048e-07  6.72676968e-07 ... -2.32767291e-01
 -2.58169852e-01 -2.75638759e-01]",44100,12730,8,Pop
"[ 7.85661427e-07  7.56542903e-07  8.08940086e-07 ... -1.28675949e-01
 -1.04719922e-01 -7.93627519e-02]",44100,14485,1,Rock
"[ 3.65347788e-07  3.34424428e-07  3.22809782e-07 ... -1.65183417e-01
 -3.66602316e-01 -4.60873395e-01]",44100,5406,0,Electronic
"[ 0.47194801  0.50291428  0.53236362 ... -0.05786805 -0.058168
 -0.05672703]",48000,5805,9,International
"[9.49725798e-10 4.72246153e-09 1.37612641e-08 ... 7.20743611e-02
 7.21564442e-02 7.21084625e-02]",44100,7951,3,Experimental
[0.         0.         0.         ... 0.03228546 0.01655331 0.00073183],44100,6793,2,Punk
"[ 5.82721086e-07  4.89801899e-07  3.40865213e-07 ... -1.45534534e-01
 -1.56715814e-01 -1.73593007e-01]",44100,5453,1,Rock
[0.         0.         0.         ... 0.00557159 0.01081724 0.01303383],44100,4071,0,Electronic
"[-5.29295718e-07 -4.70084281e-07 -2.14315278e-07 ...  3.15778941e-01
  3.02143902e-01  2.85469100e-01]",44100,1702,5,Folk
"[ 0.06936752  0.07871437  0.10304829 ... -0.31361181 -0.31127049
 -0.29559653]",44100,2151,2,Punk
"[ 0.          0.          0.         ... -0.01726582 -0.03264632
 -0.04792956]",44100,3568,8,Pop
"[-1.48579916e-10 -2.16463325e-09 -8.09193734e-09 ...  9.27583984e-04
  1.88023601e-04  2.47451077e-04]",44100,9331,4,Hip-Hop
"[ 2.90216775e-07  3.09391545e-07  4.10462278e-07 ... -2.69994456e-02
 -2.84615699e-02 -2.95331487e-02]",44100,21746,7,Instrumental
[0.         0.         0.         ... 0.32626936 0.30100586 0.26041739],44100,1756,6,Chiptune / Glitch
"[ 0.          0.          0.         ... -0.21660127 -0.2080006
 -0.20390232]",48000,19942,6,Chiptune / Glitch
"[ 0.          0.          0.         ... -0.18017514 -0.14315798
 -0.1208777 ]",44100,12345,6,Chiptune / Glitch
"[-0.06684352 -0.07434349 -0.06570281 ... -0.02590265  0.02850067
  0.12776519]",44100,11091,8,Pop
"[-1.47249460e-06 -1.39142185e-06 -8.82884933e-07 ...  1.98571436e-01
  1.66779555e-01  1.44063607e-01]",44100,14311,5,Folk
[0.         0.         0.         ... 0.05504238 0.07365273 0.06164325],44100,21661,4,Hip-Hop
"[-5.47629838e-07 -5.86306015e-07 -6.59792192e-07 ... -8.22486728e-03
 -2.14887154e-02  4.64733634e-02]",44100,17903,4,Hip-Hop
"[ 0.          0.          0.         ... -0.31166461 -0.12254426
 -0.0804261 ]",44100,11458,2,Punk
"[ 0.          0.          0.         ... -0.19032033 -0.1386673
 -0.06987531]",48000,16708,2,Punk
"[ 0.          0.          0.         ... -0.11531286  0.09426184
  0.1942315 ]",44100,11063,6,Chiptune / Glitch
"[ 0.07693641  0.09008042  0.10991324 ... -0.01341289 -0.05775597
 -0.10586679]",44100,18403,8,Pop
"[-7.84251927e-10  5.00896746e-09  1.27854254e-08 ... -2.01970724e-01
 -1.99268986e-01 -1.93600582e-01]",44100,24714,6,Chiptune / Glitch
[0.         0.         0.         ... 0.36768763 0.37233098 0.37534837],44100,16944,5,Folk
"[ 2.09660740e-07  2.18931114e-07  2.32045063e-07 ... -8.00847486e-02
 -7.89327268e-02 -8.00036974e-02]",44100,10659,9,International
"[ 2.88151336e-10  8.45672976e-11 -2.97977754e-09 ...  4.33924986e-02
  5.71473595e-02  5.87017238e-02]",44100,23698,4,Hip-Hop
"[ 0.16953693  0.16607744  0.15858382 ...  0.08624929  0.00148751
 -0.02589018]",44100,17674,0,Electronic
"[-1.24160195e-06 -1.24393242e-06 -1.47450504e-06 ...  1.22559715e-01
  9.54324491e-02  7.77492374e-02]",44100,8858,4,Hip-Hop
[0.         0.         0.         ... 0.12460538 0.1256965  0.12768145],44100,1356,3,Experimental
"[-0.07718163 -0.16981514 -0.12776311 ...  0.09142725  0.15391519
  0.21294733]",44100,3611,0,Electronic
"[-4.73581363e-09 -3.69012358e-08 -1.01004520e-07 ...  1.13741111e-01
  1.14626430e-01  1.16591662e-01]",44100,10447,8,Pop
"[ 0.          0.          0.         ... -0.0549467  -0.04599743
 -0.0365422 ]",44100,932,9,International
"[-1.42903805e-10  3.67442998e-09 -1.05555056e-08 ... -1.97098404e-02
 -6.56086057e-02 -8.28535026e-02]",44100,24335,8,Pop
"[-0.05368955 -0.0556995  -0.05777453 ... -0.035518    0.01754084
  0.04802443]",44100,6547,4,Hip-Hop
"[ 0.          0.          0.         ... -0.10566454 -0.09563596
 -0.07124497]",44100,2814,6,Chiptune / Glitch
[0.         0.         0.         ... 0.15388596 0.24685042 0.27323702],44100,5112,1,Rock
"[-0.07861606 -0.08094326 -0.08376848 ... -0.11594378 -0.11581809
 -0.11619384]",44100,24343,6,Chiptune / Glitch
"[ 0.12879125  0.13277415  0.14008151 ... -0.13066086 -0.16562825
 -0.19938745]",44100,4967,3,Experimental
"[-8.03366561e-07 -9.98302880e-07 -3.96754956e-07 ...  1.60804346e-01
  1.25056371e-01  9.12006646e-02]",44100,5859,2,Punk
"[-0.12691227 -0.12973242 -0.13035715 ...  0.08163818  0.01023293
 -0.05168418]",44100,12844,1,Rock
"[-5.65483248e-07 -7.72737693e-07 -9.77783628e-07 ... -2.96601787e-01
 -3.45330983e-01 -3.54841784e-01]",44100,9350,1,Rock
"[ 0.          0.          0.         ... -0.00186851  0.01287219
 -0.02381593]",44100,20176,3,Experimental
"[1.07849974e-06 1.50231756e-06 2.15224850e-06 ... 7.51836598e-01
 6.95046574e-01 6.00668192e-01]",44100,15557,6,Chiptune / Glitch
"[-0.05193298 -0.05046159 -0.05859212 ... -0.05119933 -0.04996295
 -0.04859802]",44100,21332,3,Experimental
"[1.02429643e-09 2.46572565e-09 5.57055813e-09 ... 4.72464040e-02
 4.95190006e-02 5.18023390e-02]",44100,20604,7,Instrumental
"[-5.47630739e-10 -3.63328834e-09 -8.45220982e-09 ... -2.99397232e-02
 -4.25700927e-02 -5.79636581e-02]",48000,20774,7,Instrumental
"[3.42881776e-08 2.38548651e-07 2.63508568e-07 ... 4.00651470e-02
 9.57402289e-02 1.51693068e-01]",44100,183,5,Folk
"[-3.13970659e-07 -3.41926764e-07 -3.97119805e-07 ... -2.95000628e-01
 -2.53815182e-01 -3.16974029e-01]",44100,12513,4,Hip-Hop
